CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock
000nan,405650.0,6.248856057246831,13.12541497377672,1716830.5293999426,1373.0,3401.0,38.45986474566304,95.26729788783685,34.40112525436999,295.4479242534596,41.005372801526356,1250.422818208261,10.903396742242009,119.27374301675978,14.841714145822133,504.80168462215306
012346,74215.0,1.04,77183.59716892242,77183.59716892242,1.0,1.0,1.0,1.0,1.04,74215.0,77183.59716892242,77183.59716892242,1.04,74215.0,77183.59716892242,77183.59716892242
012747,1275.0,4.3678640776699025,40.73796115338224,4196.00999879837,11.0,42.0,2.4523809523809526,9.363636363636363,4.253948871835235,115.9090909090909,43.64545279848252,381.45545443621546,4.844583333333334,30.357142857142858,27.983690262503096,99.90499997138977
012748,25747.0,2.6562785636561475,7.338352510250367,33719.72978460044,209.0,1768.0,2.598981900452489,21.985645933014354,8.916505612334795,123.19138755980862,16.378101054038577,161.33842002201166,2.7264091590598944,14.562782805429864,8.176555538247925,19.07224535328079
012749,1471.0,4.999949748743718,20.557185848903416,4090.87998393178,5.0,160.0,1.24375,39.8,5.095432979810887,294.2,21.87151029683089,818.175996786356,4.7855625,9.19375,20.025447857069473,25.567999899573625
012820,722.0,1.9047457627118645,15.971864343699762,942.339996278286,4.0,55.0,1.0727272727272728,14.75,1.902632575757576,180.5,16.05149616149468,235.5849990695715,1.8087272727272727,13.127272727272727,15.816181762651963,17.13345447778702
012821,70.0,2.4983333333333335,15.453333298365274,92.71999979019165,1.0,6.0,1.0,6.0,2.4983333333333335,70.0,15.453333298365274,92.71999979019165,2.4983333333333335,11.666666666666666,15.453333298365274,15.453333298365274
012822,550.0,2.6926086956521735,20.627825783646625,948.8799860477448,2.0,41.0,1.1219512195121952,23.0,2.6214114114114113,275.0,23.668708220258488,474.4399930238724,2.61,13.414634146341463,19.514146101184007,23.14341429384743
012823,230.0,7.65,351.90000438690186,1759.5000219345093,5.0,1.0,5.0,1.0,7.65,46.0,351.90000438690186,351.90000438690186,7.65,230.0,351.90000438690186,1759.5000219345093
012824,232.0,2.5356,15.884800033569336,397.1200008392334,1.0,25.0,1.0,25.0,2.5356,232.0,15.884800033569336,397.1200008392334,2.5356,9.28,15.884800033569336,15.884800033569336
012826,1058.0,1.9276923076923083,16.20571415535696,1474.7199881374836,7.0,58.0,1.5689655172413792,13.0,2.0503022850165706,151.14285714285714,16.94373564838391,210.6742840196405,1.6483333333333334,18.24137931034483,15.294597608433373,25.42620669202558
012827,197.0,2.8680000000000003,17.205999722480772,430.14999306201935,3.0,19.0,1.3157894736842106,8.333333333333334,2.9933333333333336,65.66666666666667,18.99888852702247,143.38333102067313,2.621052631578947,10.368421052631579,15.581578788004423,22.63947331905365
012828,494.0,3.0900000000000003,18.191249849540846,1018.7099915742874,6.0,46.0,1.2173913043478262,9.333333333333334,3.029752136752137,82.33333333333333,17.881902261184493,169.78499859571457,3.203043478260869,10.73913043478261,18.17539843528167,22.145869382049728
012829,376.0,10.368181818181817,26.636363836851988,293.00000220537186,2.0,9.0,1.2222222222222223,5.5,10.274999999999999,188.0,25.845833508173627,146.50000110268593,12.627777777777778,41.77777777777778,28.55555589000384,32.55555580059687
012830,9848.0,1.0863157894736841,179.33263074724297,6814.639968395233,6.0,13.0,2.923076923076923,6.333333333333333,1.0550655270655271,1641.3333333333333,247.28601524890996,1135.7733280658722,1.1457692307692307,757.5384615384615,195.84307609154627,524.203074491941
012831,135.0,3.0666666666666664,23.894444227218628,215.04999804496765,1.0,9.0,1.0,9.0,3.066666666666667,135.0,23.894444227218628,215.04999804496765,3.066666666666667,15.0,23.894444227218628,23.894444227218628
012832,195.0,2.9288888888888893,14.18629620693348,383.029997587204,2.0,27.0,1.0,13.5,2.785,97.5,13.84055546919505,191.514998793602,2.928888888888889,7.222222222222222,14.18629620693348,14.18629620693348
012833,156.0,5.441249999999999,17.390833348035812,417.3800003528595,1.0,24.0,1.0,24.0,5.44125,156.0,17.390833348035812,417.3800003528595,5.44125,6.5,17.390833348035812,17.390833348035812
012834,110.0,4.893888888888889,17.35444407992893,312.3799934387207,1.0,18.0,1.0,18.0,4.893888888888889,110.0,17.35444407992893,312.3799934387207,4.893888888888888,6.111111111111111,17.35444407992893,17.35444407992893
012836,1064.0,4.28782857142857,14.930628447192056,2612.8599782586098,4.0,148.0,1.1824324324324325,43.75,4.500354445822994,266.0,15.913541654483828,653.2149945646524,4.048963963963964,7.1891891891891895,13.499132767588168,17.654459312558174
012837,24.0,6.7458333333333345,11.175000001986822,134.10000002384186,1.0,12.0,1.0,12.0,6.745833333333334,24.0,11.175000001986822,134.10000002384186,6.745833333333334,2.0,11.175000001986822,11.175000001986822
